Species,zone_n,zone_s,zone_g
Carex_pichinchensis,tropical,tropical,tropical
Carex_picta,else,NA,else
Carex_pigra,else,NA,else
Carex_pilosa,else,NA,else
Carex_pilulifera,else,else,else
Carex_pisiformis,else,NA,else
Carex_pityophila,else,NA,else
Carex_planata,else,NA,else
Carex_planiculmis,else,NA,else
Carex_planispicata,else,NA,else
Carex_planostachys,else,NA,else
Carex_plantaginea,else,NA,else
Carex_platyphylla,else,NA,else
Carex_plectobasis,else,NA,else
Carex_plectocarpa,else,NA,else
Carex_pluriflora,else,NA,else
Carex_podocarpa,else,NA,else
Carex_podogyna,else,NA,else
Carex_polyantha,else,else,else
Carex_polygama,else,NA,else
Carex_polymorpha,else,NA,else
Carex_polyphylla,else,NA,else
Carex_polystachya,else,else,else
Carex_polysticha,else,else,else
Carex_potens,NA,else,else
Carex_praeceptorium,else,NA,else
Carex_praeceptorum,else,NA,else
Carex_praecox,else,NA,else
Carex_praegracilis,else,tropical,else
Carex_prairea,else,NA,else
Carex_prasina,else,NA,else
Carex_preissii,NA,else,else
Carex_preslii,else,NA,else
Carex_projecta,else,NA,else
Carex_prolixa,else,NA,else
Carex_proposita,else,NA,else
Carex_pruinosa,else,tropical,else
Carex_przewalskii,else,NA,else
Carex_pseudoaxillaris,else,NA,else
Carex_pseudobicolor,else,NA,else
Carex_pseudobrizoides,else,NA,else
Carex_pseudocuraica,else,NA,else
Carex_pseudocyperus,else,else,else
Carex_pseudofoetida,else,NA,else
Carex_pseuduncinoides,else,NA,else
Carex_pubescens,else,NA,else
Carex_pudica,else,NA,else
Carex_pulicaris,else,NA,else
Carex_pumila,else,else,else
Carex_punctata,else,else,else
Carex_punicea,NA,else,else
Carex_purdiei,tropical,tropical,tropical
Carex_purpurata,NA,else,else
Carex_purpureovaginata,NA,else,else
Carex_purpurifera,else,NA,else
Carex_pygmaea,tropical,tropical,tropical
Carex_pyramidalis,NA,else,else
Carex_pyrenaica,else,else,else
Carex_quasibergrothii,else,NA,else
Carex_radiata,else,NA,else
Carex_rafflesiana,tropical,tropical,tropical
Carex_raleighii,NA,else,else
Carex_ramenskii,else,NA,else
Carex_randalpina,else,NA,else
Carex_raoulii,NA,else,else
Carex_rara,else,else,else
Carex_rariflora,else,NA,else
Carex_raynoldsii,else,NA,else
Carex_recta,else,NA,else
Carex_reinii,else,NA,else
Carex_remota,else,tropical,else
Carex_remotiuscula,else,NA,else
Carex_reniformis,else,NA,else
Carex_renschiana,NA,else,else
Carex_repens,else,NA,else
Carex_resectans,NA,else,else
Carex_retroflexa,else,NA,else
Carex_retrorsa,else,NA,else
Carex_reuteriana,else,NA,else
Carex_reznicekii,else,NA,else
Carex_rhizina,else,NA,else
Carex_rhizopoda,else,NA,else
Carex_rhodesiaca,tropical,else,else
Carex_richardsonii,else,NA,else
Carex_rigida,else,NA,else
Carex_riparia,else,else,else
Carex_rochebrunei,else,tropical,else
Carex_rorulenta,else,NA,else
Carex_rosea,else,NA,else
Carex_rossii,else,NA,else
Carex_rostrata,else,NA,else
Carex_rotundata,else,NA,else
Carex_rubicunda,NA,else,else
Carex_rufina,else,NA,else
Carex_rugata,else,NA,else
Carex_rugulosa,else,NA,else
Carex_runssoroensis,tropical,tropical,tropical
Carex_rupestris,else,NA,else
Carex_ruthii,else,NA,else
Carex_sabulosa,else,NA,else
Carex_sacrosancta,else,NA,else
Carex_sadoensis,else,NA,else
Carex_sagaensis,else,NA,else
Carex_sagei,NA,else,else
Carex_salina,else,NA,else
Carex_sarawaketensis,NA,tropical,tropical
Carex_sargentiana,else,NA,else
Carex_sartwelliana,else,NA,else
Carex_sartwellii,else,NA,else
Carex_satsumensis,else,NA,else
Carex_satzumensis,else,NA,else
Carex_saxatilis,else,NA,else
Carex_saximontana,else,NA,else
Carex_scabrata,else,NA,else
Carex_scabrifolia,else,NA,else
Carex_scabriuscula,else,NA,else
Carex_scaposa,else,NA,else
Carex_schiedeana,else,else,else
Carex_schottii,else,NA,else
Carex_schweickerdtii,NA,else,else
Carex_schweinitzii,else,NA,else
Carex_scirpoidea,else,NA,else
Carex_scita,else,NA,else
Carex_scolopendriformis,else,NA,else
Carex_scoparia,else,else,else
Carex_scopulorum,else,NA,else
Carex_secalina,else,NA,else
Carex_secta,else,else,else
Carex_sellowiana,tropical,else,else
Carex_semihyalofructa,else,NA,else
Carex_sempervirens,else,NA,else
Carex_senanensis,else,NA,else
Carex_sendaica,else,NA,else
Carex_senta,else,NA,else
Carex_seorsa,else,NA,else
Carex_serpenticola,else,NA,else
Carex_serratodens,else,NA,else
Carex_seticulmis,NA,else,else
Carex_setifolia,else,else,else
Carex_setigera,else,NA,else
Carex_setosa,else,NA,else
Carex_setschwanensis,else,NA,else
Carex_sheldonii,else,NA,else
Carex_shimidzensis,else,NA,else
Carex_shinnersii,else,NA,else
Carex_shortiana,else,NA,else
Carex_siccata,else,NA,else
Carex_siderosticta,else,else,else
Carex_silicea,else,NA,else
Carex_silvestris,NA,else,else
Carex_simensis,tropical,tropical,tropical
Carex_simpliciuscula,else,NA,else
Carex_simulata,else,NA,else
Carex_sinclairii,NA,else,else
Carex_sitchensis,else,NA,else
Carex_socialis,else,NA,else
Carex_sociata,else,NA,else
Carex_solandri,NA,else,else
Carex_songorica,else,NA,else
Carex_sorianoi,NA,else,else
Carex_sororia,NA,else,else
Carex_sparganioides,else,NA,else
Carex_spartea,tropical,else,else
Carex_specifica,else,NA,else
Carex_speciosa,else,tropical,else
Carex_spectabilis,else,else,else
Carex_sphaerogyna,NA,else,else
Carex_spicata,else,else,else
Carex_spicatopaniculata,tropical,else,else
Carex_spinirostris,else,else,else
Carex_spissa,else,NA,else
Carex_sprengelii,else,NA,else
Carex_squarrosa,else,NA,else
Carex_standleyana,else,NA,else
Carex_stenantha,else,NA,else
Carex_stenocarpa,else,NA,else
Carex_stenolepis,else,NA,else
Carex_stenophylla,else,tropical,else
Carex_stenoptila,else,NA,else
Carex_stenostachys,else,NA,else
Carex_sterilis,else,NA,else
Carex_stevenii,else,NA,else
Carex_stipata,else,tropical,else
Carex_straminea,else,NA,else
Carex_straminiformis,else,NA,else
Carex_striata,else,NA,else
Carex_striatula,else,NA,else
Carex_stricta,else,tropical,else
Carex_strictiformis,else,NA,else
Carex_strictissima,NA,else,else
Carex_strigosa,else,NA,else
Carex_styloflexa,else,NA,else
Carex_stylosa,else,NA,else
Carex_subantarctica,NA,else,else
Carex_subbracteata,else,NA,else
Carex_subdola,NA,else,else
Carex_suberecta,else,NA,else
Carex_subfusca,else,NA,else
Carex_subinflata,NA,else,else
Carex_subnigricans,else,NA,else
Carex_subspathacea,else,NA,else
Carex_subtilis,NA,else,else
Carex_subumbellata,else,NA,else
Carex_subviridis,NA,else,else
Carex_superata,else,NA,else
Carex_supina,else,NA,else
Carex_swanii,else,NA,else
Carex_sychnocephala,else,NA,else
Carex_sylvatica,else,else,else
Carex_tahoensis,else,NA,else
Carex_tamana,tropical,tropical,tropical
Carex_tapintzensis,else,NA,else
Carex_tasmanica,NA,else,else
Carex_teinogyna,else,tropical,else
Carex_tenax,else,NA,else
Carex_tenera,else,NA,else
Carex_tenuiculmis,else,else,else
Carex_tenuiflora,else,NA,else
Carex_tenuinervis,else,NA,else
Carex_tereticaulis,else,else,else
Carex_teretiuscula,else,NA,else
Carex_ternaria,NA,else,else
Carex_testacea,NA,else,else
Carex_tetanica,else,NA,else
Carex_tetrastachya,else,NA,else
Carex_texensis,else,NA,else
Carex_thunbergii,else,NA,else
Carex_thurberi,else,else,else
Carex_timida,else,NA,else
Carex_tincta,else,NA,else
Carex_tomentosa,else,NA,else
Carex_tompkinsii,else,NA,else
Carex_tonsa,else,NA,else
Carex_torreyi,else,NA,else
Carex_torta,else,NA,else
Carex_townsendii,else,NA,else
Carex_trachycarpa,NA,else,else
Carex_trachycystis,NA,else,else
Carex_triangularis,else,NA,else
Carex_tribuloides,else,else,else
Carex_tricephala,else,NA,else
Carex_triceps,else,NA,else
Carex_trichocarpa,else,NA,else
Carex_trifida,else,else,else
Carex_trinervis,else,NA,else
Carex_triquetra,else,NA,else
Carex_trisperma,else,NA,else
Carex_tristachya,else,NA,else
Carex_tristis,else,NA,else
Carex_tuberculata,else,NA,else
Carex_tuckermanii,else,NA,else
Carex_tumulicola,else,NA,else
Carex_turbinata,else,NA,else
Carex_turfosa,else,NA,else
Carex_turgescens,else,NA,else
Carex_turkestanica,else,NA,else
Carex_tweedieana,NA,else,else
Carex_typhina,else,NA,else
Carex_uda,else,NA,else
Carex_uhligii,tropical,else,else
Carex_ultra,else,NA,else
Carex_umbellata,else,tropical,else
Carex_umbricola,else,else,else
Carex_umbrosa,else,NA,else
Carex_uncinata,else,else,else
Carex_unciniiformis,else,NA,else
Carex_uncinioides,else,NA,else
Carex_unilateralis,else,NA,else
Carex_ursina,else,NA,else
Carex_uruguensis,NA,else,else
Carex_utahensis,else,NA,else
Carex_utriculata,else,NA,else
Carex_vacillans,else,else,else
Carex_vaginata,else,NA,else
Carex_vallicola,else,NA,else
Carex_vallis-rosetto,tropical,tropical,tropical
Carex_varia,else,NA,else
Carex_venusta,else,NA,else
Carex_vernacula,else,NA,else
Carex_verrucosa,else,NA,else
Carex_verticillata,tropical,tropical,tropical
Carex_vesicaria,else,NA,else
Carex_vesiculosa,else,tropical,tropical
Carex_vestita,else,NA,else
Carex_vexans,else,NA,else
Carex_vidua,else,NA,else
Carex_virescens,else,else,else
Carex_virgata,NA,else,else
Carex_vulcani,else,NA,else
Carex_vulpina,else,NA,else
Carex_vulpinoidea,else,else,else
Carex_wahuensis,else,NA,else
Carex_wakatipu,NA,else,else
Carex_wallichiana,else,NA,else
Carex_whitneyi,else,NA,else
Carex_wiegandii,else,NA,else
Carex_willdenowii,else,NA,else
Carex_williamsii,else,NA,else
Carex_woodii,else,NA,else
Carex_wootonii,else,NA,else
Carex_xanthocarpa,else,NA,else
Carex_xerantica,else,NA,else
Carex_zotovii,NA,else,else
Carex_zuluensis,NA,else,else
Carissa_haematocarpa,NA,else,else
Carissa_inermis,else,else,else
Carissa_ovata,NA,else,else
Carissa_pichoniana,NA,else,else
Carlemannia_tetragona,else,tropical,else
Carlina_acanthifolia,else,NA,else
Carlina_acaulis,else,NA,else
Carlina_biebersteinii,else,NA,else
Carlina_brachylepis,else,NA,else
Carlina_canariensis,else,NA,else
Carlina_corymbosa,else,NA,else
Carlina_curetum,else,NA,else
Carlina_frigida,else,NA,else
Carlina_graeca,else,NA,else
Carlina_gummifera,else,NA,else
Carlina_hispanica,else,NA,else
Carlina_involucrata,else,NA,else
Carlina_lanata,else,NA,else
Carlina_libanotica,else,NA,else
Carlina_racemosa,else,NA,else
Carlina_salicifolia,else,NA,else
Carlina_sicula,else,NA,else
Carlina_vulgaris,else,NA,else
Carlowrightia_arizonica,else,NA,else
Carlowrightia_linearifolia,else,NA,else
Carlowrightia_mcvaughii,else,NA,else
Carlowrightia_myriantha,else,NA,else
Carlowrightia_neesiana,else,NA,else
Carlowrightia_parviflora,else,NA,else
Carlowrightia_parvifolia,else,NA,else
Carlowrightia_pectinata,else,else,else
Carlowrightia_pringlei,else,NA,else
Carlowrightia_serpyllifolia,else,NA,else
Carlowrightia_texana,else,NA,else
Carlowrightia_torreyana,else,NA,else
Carlowrightia_trichocarpa,else,NA,else
Carmichaelia_compacta,NA,else,else
Carmichaelia_corrugata,NA,else,else
Carmichaelia_crassicaulis,NA,else,else
Carmichaelia_monroi,NA,else,else
Carmichaelia_nana,NA,else,else
Carmichaelia_odorata,else,else,else
Carmichaelia_petriei,NA,else,else
Carmichaelia_uniflora,NA,else,else
Carmichaelia_vexillata,NA,else,else
Carminatia_alvarezii,else,NA,else
Carminatia_recondita,else,NA,else
Carminatia_tenuiflora,else,NA,else
Carolus_chasei,NA,else,else
Carolus_chlorocarpus,else,else,else
Carolus_sinemariensis,else,tropical,else
Caropsis_verticillatoinundata,else,NA,else
Caroxylon_africanum,tropical,tropical,tropical
Caroxylon_aphyllum,else,else,else
Caroxylon_barbatum,NA,else,else
Caroxylon_calluna,NA,else,else
Caroxylon_geminiflorum,NA,else,else
Caroxylon_imbricatum,else,NA,else
Caroxylon_inermis,else,NA,else
Caroxylon_passerinum,else,NA,else
Caroxylon_rabieanum,NA,else,else
Caroxylon_tetrandrum,else,else,else
Caroxylon_tuberculatum,NA,else,else
Caroxylon_zeyheri,NA,else,else
Carpacoce_heteromorpha,NA,else,else
Carpacoce_scabra,NA,else,else
Carpacoce_spermacocea,NA,else,else
Carpacoce_vaginellata,NA,else,else
Carpanthea_pomeridiana,else,else,else
Carpenteria_californica,else,else,else
Carpesium_abrotanoides,else,NA,else
Carpesium_cernuum,else,else,else
Carpesium_divaricatum,else,NA,else
Carpesium_faberi,else,NA,else
Carpesium_glossophyllum,else,NA,else
Carpesium_lipskyi,else,NA,else
Carpesium_longifolium,else,NA,else
Carpesium_macrocephalum,else,NA,else
Carpesium_minus,else,NA,else
Carpesium_nepalense,else,NA,else
Carpesium_rosulatum,else,NA,else
Carpesium_scapiforme,else,NA,else
Carpesium_szechuanense,else,NA,else
Carpesium_trachelifolium,else,NA,else
Carpesium_triste,else,NA,else
Carpha_alpina,NA,else,else
Carpha_capitellata,NA,else,else
Carpha_curvata,NA,else,else
Carpha_glomerata,NA,else,else
Carpha_nivicola,NA,else,else
Carpha_rodwayi,NA,else,else
Carphephorus_bellidifolius,else,NA,else
Carphephorus_corymbosus,else,NA,else
Carphephorus_odoratissimus,else,NA,else
Carphephorus_paniculatus,else,NA,else
Carphephorus_pseudoliatris,else,NA,else
Carphephorus_tomentosus,else,NA,else
Carphochaete_pringlei,else,NA,else
Carpinus_turczaninovii,else,else,else
Carpobrotus_acinaciformis,else,else,else
Carpobrotus_aequilaterus,else,else,else
Carpobrotus_chilensis,else,else,else
Carpobrotus_deliciosus,else,else,else
Carpobrotus_dimidiatus,NA,else,else
Carpobrotus_edulis,else,else,else
Carpobrotus_glaucescens,else,else,else
Carpobrotus_mellei,NA,else,else
Carpobrotus_modestus,NA,else,else
Carpobrotus_muirii,NA,else,else
Carpobrotus_quadrifidus,else,else,else
Carpobrotus_rossii,NA,else,else
Carpobrotus_virescens,NA,else,else
Carrichtera_annua,else,else,else
Carronia_multisepalea,NA,else,else
Carronia_pedicellata,NA,else,else
Carronia_protensa,NA,else,else
Carthamus_creticus,else,else,else
Carthamus_dentatus,else,else,else
Carthamus_duvauxii,else,NA,else
Carthamus_glaucus,else,else,else
Carthamus_lanatus,else,else,else
Carthamus_leucocaulos,else,else,else
Carthamus_nitidus,else,NA,else
Carthamus_oxyacanthus,else,NA,else
Carthamus_persicus,else,NA,else
Carthamus_tenuis,else,NA,else
Carthamus_tinctorius,else,else,else
Cartonema_baileyi,NA,else,else
Cartonema_brachyantherum,NA,else,else
Cartonema_parviflorum,NA,else,else
Cartonema_philydroides,NA,else,else
Cartonema_spicatum,NA,else,else
Cartonema_trigonospermum,NA,else,else
Cartrema_matsumurana,else,NA,else
Cartrema_minor,else,NA,else
Carum_appuanum,else,NA,else
Carum_buriaticum,else,NA,else
Carum_carvi,else,else,else
Carum_graecum,else,NA,else
Carum_heldreichii,else,NA,else
Carum_meifolium,else,NA,else
Carum_meoides,else,else,else
Carum_verticillatum,else,NA,else
Caryopteris_clandonensis,else,NA,else
Caryopteris_forrestii,else,NA,else
Caryopteris_incana,else,NA,else
Caryopteris_mongholica,else,NA,else
Caryopteris_tangutica,else,NA,else
Caryopteris_trichosphaera,else,NA,else
Caryota_monostachya,else,NA,else
Casearia_altiplanensis,NA,else,else
Casearia_bicolor,tropical,tropical,tropical
Casearia_calodendron,tropical,tropical,tropical
Casearia_championii,else,NA,else
Casearia_completa,tropical,tropical,tropical
Casearia_corymbulosa,tropical,tropical,tropical
Casearia_costulata,NA,else,else
Casearia_dallachii,NA,else,else
Casearia_dodecandra,else,NA,else
Casearia_icosandra,else,NA,else
Casearia_membranacea,else,else,else
Casearia_mestrensis,NA,else,else
Casearia_multinervosa,NA,else,else
Casearia_ovata,else,NA,else
Casearia_rufescens,NA,else,else
Casearia_silvana,NA,else,else
Casearia_singularis,tropical,tropical,tropical
Casearia_souzae,NA,else,else
Casearia_stjohnii,else,NA,else
Casearia_thamnia,else,NA,else
Casearia_yucatanensis,else,NA,else
Casearia_zeylanica,tropical,tropical,tropical
Casimirella_ampla,tropical,tropical,tropical
Casimirella_rupestris,tropical,tropical,tropical
Casimiroa_dura,else,NA,else
Casimiroa_pubescens,else,NA,else
Casimiroa_watsonii,else,NA,else
Casselia_chamaedryfolia,NA,else,else
Casselia_confertiflora,NA,else,else
Casselia_glaziovii,NA,else,else
Cassia_chamaecrista,else,else,else
Cassia_mimosoides,else,tropical,else
Cassia_nictitans,else,else,else
Cassinia_aculeata,NA,else,else
Cassinia_laevis,NA,else,else
Cassinia_leptocephala,NA,else,else
Cassinia_ozothamnoides,NA,else,else
Cassinia_straminea,NA,else,else
Cassiope_fastigiata,else,NA,else
Cassiope_hypnoides,else,NA,else
Cassiope_lycopodioides,else,NA,else
Cassiope_mertensiana,else,NA,else
Cassiope_pectinata,else,NA,else
Cassiope_selaginoides,else,NA,else
Cassiope_tetragona,else,NA,else
Cassiope_wardii,else,NA,else
Cassipourea_congensis,tropical,else,tropical
Cassipourea_microphylla,NA,else,else
Cassipourea_mossambicensis,NA,else,else
Cassytha_aurea,NA,else,else
Cassytha_capillaris,tropical,else,else
Cassytha_ciliolata,NA,else,else
Cassytha_filiformis,else,else,else
Cassytha_flava,NA,else,else
Cassytha_glabella,NA,else,else
Cassytha_melantha,NA,else,else
Cassytha_micrantha,NA,else,else
Cassytha_nodiflora,NA,else,else
Cassytha_paniculata,NA,else,else
Cassytha_peninsularis,NA,else,else
Cassytha_pomiformis,NA,else,else
Cassytha_pondoensis,NA,else,else
Cassytha_pubescens,NA,else,else
Cassytha_racemosa,NA,else,else
Cassytha_rufa,NA,else,else
Castanola_paradoxa,tropical,tropical,tropical
Castanopsis_fabri,else,NA,else
Castanopsis_hystrix,else,NA,else
Castela_galapageia,tropical,tropical,tropical
Castela_peninsularis,else,NA,else
Castela_retusa,else,NA,else
Castela_tweedii,NA,else,else
Castellia_tuberculosa,else,else,else
Castilleja_affinis,else,NA,else
Castilleja_ambigua,else,NA,else
Castilleja_angustata,else,NA,else
Castilleja_angustifolia,else,NA,else
Castilleja_applegatei,else,NA,else
Castilleja_arachnoidea,else,NA,else
Castilleja_arvensis,else,else,else
Castilleja_attenuata,else,else,else
Castilleja_aurea,else,NA,else
Castilleja_auriculata,else,NA,else
Castilleja_brevilobata,else,NA,else
Castilleja_brevistyla,else,NA,else
Castilleja_bryantii,else,NA,else
Castilleja_campestris,else,NA,else
Castilleja_cerroana,NA,tropical,tropical
Castilleja_cervina,else,NA,else
Castilleja_chromosa,else,NA,else
Castilleja_chrysantha,else,NA,else
Castilleja_cinerea,else,NA,else
Castilleja_coccinea,else,NA,else
Castilleja_covilleana,else,NA,else
Castilleja_crista-galli,else,NA,else
Castilleja_cusickii,else,NA,else
Castilleja_densiflora,else,NA,else
Castilleja_dissitiflora,else,NA,else
Castilleja_disticha,else,NA,else
Castilleja_elegans,else,NA,else
Castilleja_elmeri,else,NA,else
Castilleja_exserta,else,else,else
Castilleja_fissifolia,tropical,tropical,tropical
Castilleja_flava,else,NA,else
Castilleja_foliolosa,else,NA,else
Castilleja_galehintoniae,else,NA,else
Castilleja_glandulifera,else,NA,else
Castilleja_gleasoni,else,NA,else
Castilleja_gracilis,else,NA,else
Castilleja_gracillima,else,NA,else
Castilleja_haydenii,else,NA,else
Castilleja_hirsuta,else,NA,else
Castilleja_hispida,else,NA,else
Castilleja_hyperborea,else,NA,else
Castilleja_indivisa,else,NA,else
Castilleja_integra,else,NA,else
Castilleja_integrifolia,else,NA,else
Castilleja_irasuensis,tropical,NA,tropical
Castilleja_kaibabensis,else,NA,else
Castilleja_lacera,else,NA,else
Castilleja_lanata,else,NA,else
Castilleja_latifolia,else,NA,else
Castilleja_lemmonii,else,NA,else
Castilleja_linariifolia,else,NA,else
Castilleja_lineariloba,else,NA,else
Castilleja_lineata,else,NA,else
Castilleja_linifolia,else,NA,else
Castilleja_lithospermoides,else,else,else
Castilleja_lutescens,else,NA,else
Castilleja_martini,else,NA,else
Castilleja_mexicana,else,NA,else
Castilleja_miniata,else,NA,else
Castilleja_minor,else,NA,else
Castilleja_moranensis,else,NA,else
Castilleja_nana,else,NA,else
Castilleja_nelsonii,else,NA,else
Castilleja_nervata,else,NA,else
Castilleja_nivea,else,NA,else
Castilleja_nubigena,tropical,tropical,tropical
Castilleja_occidentalis,else,NA,else
Castilleja_oresbia,else,NA,else
Castilleja_ortegae,else,NA,else
Castilleja_pallescens,else,NA,else
Castilleja_pallida,else,NA,else
Castilleja_parviflora,else,NA,else
Castilleja_patriotica,else,NA,else
Castilleja_peckiana,else,NA,else
