Species,zone_n,zone_s,zone_g
Cardamine_microthrix,NA,else,else
Cardamine_microzyga,else,NA,else
Cardamine_moirensis,NA,else,else
Cardamine_nipponica,else,NA,else
Cardamine_nuttallii,else,NA,else
Cardamine_nymanii,else,NA,else
Cardamine_obliqua,else,tropical,tropical
Cardamine_occidentalis,else,NA,else
Cardamine_occulta,else,else,else
Cardamine_oligosperma,else,NA,else
Cardamine_ovata,tropical,else,tropical
Cardamine_papillata,NA,else,else
Cardamine_parviflora,else,NA,else
Cardamine_paucijuga,NA,else,else
Cardamine_penduliflora,else,NA,else
Cardamine_pensylvanica,else,else,else
Cardamine_pentaphyllos,else,NA,else
Cardamine_plumierii,else,NA,else
Cardamine_polyodontes,NA,else,else
Cardamine_pratensis,else,else,else
Cardamine_pulchella,else,NA,else
Cardamine_purpurea,else,NA,else
Cardamine_quinquefolia,else,NA,else
Cardamine_raphanifolia,else,NA,else
Cardamine_regeliana,else,NA,else
Cardamine_resedifolia,else,NA,else
Cardamine_rivularis,else,NA,else
Cardamine_rotundifolia,else,NA,else
Cardamine_scutata,else,NA,else
Cardamine_tanakae,else,NA,else
Cardamine_tangutorum,else,NA,else
Cardamine_tenuifolia,NA,else,else
Cardamine_torrentis,else,NA,else
Cardamine_trichocarpa,tropical,tropical,tropical
Cardamine_trifolia,else,NA,else
Cardamine_trifoliolata,else,NA,else
Cardamine_tuberosa,NA,else,else
Cardamine_udicola,else,NA,else
Cardamine_uliginosa,else,NA,else
Cardamine_umbellata,else,else,else
Cardamine_unguiculus,NA,else,else
Cardamine_unicaulis,NA,else,else
Cardamine_variabilis,tropical,else,else
Cardamine_volckmannii,NA,else,else
Cardamine_vulgaris,else,else,else
Cardamine_waldsteinii,else,NA,else
Cardamine_yezoensis,else,NA,else
Cardamine_yunnanensis,else,NA,else
Cardiagyris_scabra,else,NA,else
Cardiochlamys_madagascariensis,NA,else,else
Cardiochlamys_velutina,NA,else,else
Cardiocrinum_cathayanum,else,NA,else
Cardiocrinum_cordatum,else,NA,else
Cardiocrinum_giganteum,else,else,else
Cardionema_ramosissima,else,else,else
Cardionema_rosetta,NA,else,else
Cardiopteris_moluccana,else,tropical,tropical
Cardiopteris_quinqueloba,else,tropical,else
Cardiospermum_anomalum,NA,else,else
Cardiospermum_corindum,else,else,tropical
Cardiospermum_grandiflorum,tropical,else,else
Cardiospermum_halicacabum,else,else,else
Cardiospermum_integerrimum,NA,else,else
Cardiospermum_microcarpum,else,else,else
Carduncellus_caeruleus,else,NA,else
Carduncellus_cuatrecasii,else,NA,else
Carduncellus_helenioides,else,else,else
Carduncellus_hispanicus,else,NA,else
Carduncellus_mitissimus,else,NA,else
Carduncellus_monspeliensium,else,NA,else
Carduncellus_pinnatus,else,NA,else
Carduus_×orthocephalus,else,NA,else
Carduus_×stangii,else,NA,else
Carduus_acanthoides,else,else,else
Carduus_acicularis,else,NA,else
Carduus_adpressus,else,NA,else
Carduus_affinis,else,NA,else
Carduus_afromontanus,tropical,tropical,tropical
Carduus_argentatus,else,NA,else
Carduus_argyroa,else,NA,else
Carduus_bourgaei,else,NA,else
Carduus_bourgeanus,else,NA,else
Carduus_candicans,else,NA,else
Carduus_carduelis,else,NA,else
Carduus_carlinifolius,else,NA,else
Carduus_carlinoides,else,NA,else
Carduus_carpetanus,else,NA,else
Carduus_cephalanthus,else,NA,else
Carduus_clavulatus,else,NA,else
Carduus_collinus,else,NA,else
Carduus_corymbosus,else,NA,else
Carduus_crispus,else,NA,else
Carduus_defloratus,else,NA,else
Carduus_edelbergii,else,NA,else
Carduus_fasciculiflorus,else,NA,else
Carduus_getulus,else,NA,else
Carduus_hamulosus,else,NA,else
Carduus_keniensis,tropical,tropical,tropical
Carduus_kerneri,else,NA,else
Carduus_leptacanthus,tropical,tropical,tropical
Carduus_leptocephalus,else,NA,else
Carduus_leptocladus,else,NA,else
Carduus_litigiosus,else,NA,else
Carduus_macrocephalus,else,else,else
Carduus_meonanthus,else,NA,else
Carduus_nigrescens,else,NA,else
Carduus_nutans,else,else,else
Carduus_paui,else,NA,else
Carduus_personata,else,NA,else
Carduus_platypus,else,NA,else
Carduus_pycnocephalus,else,else,else
Carduus_rivasgodayanus,else,NA,else
Carduus_schimperi,tropical,tropical,tropical
Carduus_spachianus,else,NA,else
Carduus_tenuiflorus,else,else,else
Carduus_tmoleus,else,NA,else
Carduus_uncinatus,else,NA,else
Carduus_vivariensis,else,NA,else
Carex_×elisabeth,else,NA,else
Carex_abrupta,else,NA,else
Carex_abscondita,else,NA,else
Carex_accrescens,else,NA,else
Carex_acicularis,tropical,else,else
Carex_acuta,else,else,else
Carex_acutata,tropical,else,tropical
Carex_acutiformis,else,else,else
Carex_adelostoma,else,NA,else
Carex_adusta,else,NA,else
Carex_aematorhyncha,NA,else,else
Carex_aestivalis,else,NA,else
Carex_aethiopica,NA,else,else
Carex_aggregata,else,NA,else
Carex_alata,else,NA,else
Carex_alatauensis,else,NA,else
Carex_alba,else,NA,else
Carex_albata,else,NA,else
Carex_albicans,else,NA,else
Carex_albolutescens,else,else,else
Carex_albonigra,else,NA,else
Carex_albula,NA,else,else
Carex_algida,else,NA,else
Carex_alma,else,NA,else
Carex_alopecoidea,else,NA,else
Carex_alopecuroides,else,tropical,else
Carex_alsophila,NA,else,else
Carex_alta,else,tropical,tropical
Carex_amicta,tropical,NA,tropical
Carex_amphibola,else,NA,else
Carex_amplectens,else,NA,else
Carex_amplifolia,else,NA,else
Carex_andina,NA,else,else
Carex_angustata,else,NA,else
Carex_angustinowiczii,else,NA,else
Carex_angustisquama,else,NA,else
Carex_anisostachys,else,NA,else
Carex_annectens,else,NA,else
Carex_anthoxanthea,else,NA,else
Carex_aperta,else,NA,else
Carex_aphanolepis,else,NA,else
Carex_aphylla,NA,else,else
Carex_aphyllopus,else,NA,else
Carex_appalachica,else,NA,else
Carex_appendiculata,else,else,else
Carex_appressa,else,else,else
Carex_appropinquata,else,NA,else
Carex_aquatilis,else,NA,else
Carex_arapahoensis,else,NA,else
Carex_archeri,NA,else,else
Carex_arcta,else,NA,else
Carex_arctata,else,NA,else
Carex_arctiformis,else,NA,else
Carex_arctogena,else,NA,else
Carex_arenaria,else,else,else
Carex_arenicola,else,NA,else
Carex_argentina,NA,else,else
Carex_argyrantha,else,NA,else
Carex_argyrolepis,else,NA,else
Carex_arkansana,else,NA,else
Carex_ascotreta,else,NA,else
Carex_assiniboinensis,else,NA,else
Carex_astricta,NA,else,else
Carex_asturica,else,else,else
Carex_aterrima,else,NA,else
Carex_atherodes,else,NA,else
Carex_athrostachya,else,NA,else
Carex_atlantica,else,NA,else
Carex_atrata,else,NA,else
Carex_atratiformis,else,NA,else
Carex_atrofusca,else,NA,else
Carex_atropicta,NA,else,else
Carex_atrosquama,else,NA,else
Carex_aucklandica,NA,else,else
Carex_augustinowiczii,else,NA,else
Carex_aurea,else,NA,else
Carex_aureolensis,else,else,else
Carex_austrina,else,NA,else
Carex_austroalpina,else,NA,else
Carex_austrocaroliniana,else,NA,else
Carex_austrocompacta,tropical,else,else
Carex_austrolucorum,else,NA,else
Carex_austrotenella,NA,else,else
Carex_autumnalis,else,NA,else
Carex_aztecica,else,NA,else
Carex_baccans,else,tropical,else
Carex_backii,else,NA,else
Carex_baileyi,else,NA,else
Carex_baldensis,else,NA,else
Carex_baltzellii,else,NA,else
Carex_banksiana,NA,else,else
Carex_banksii,NA,else,else
Carex_barbarae,else,NA,else
Carex_barrattii,else,NA,else
Carex_basiantha,else,NA,else
Carex_beckmanniana,else,NA,else
Carex_bella,else,NA,else
Carex_bequaertii,tropical,tropical,tropical
Carex_bhutanensis,else,NA,else
Carex_bichenoviana,NA,else,else
Carex_bicknellii,else,NA,else
Carex_bicolor,else,NA,else
Carex_bigelowii,else,NA,else
Carex_biharica,else,NA,else
Carex_biltmoreana,else,NA,else
Carex_binervis,else,NA,else
Carex_bistaminata,else,NA,else
Carex_blakei,NA,else,else
Carex_blanda,else,NA,else
Carex_blepharicarpa,else,NA,else
Carex_boenninghausiana,else,NA,else
Carex_bohemica,else,NA,else
Carex_bolanderi,else,NA,else
Carex_boliviensis,else,else,else
Carex_bonanzensis,else,NA,else
Carex_bonariensis,else,else,else
Carex_bonplandii,tropical,tropical,tropical
Carex_borealipolaris,else,NA,else
Carex_borii,else,NA,else
Carex_bostrychostigma,else,NA,else
Carex_brachystachys,else,NA,else
Carex_brainerdii,else,NA,else
Carex_brasiliensis,NA,else,else
Carex_brevicaulis,else,NA,else
Carex_brevicollis,else,NA,else
Carex_breviculmis,else,else,else
Carex_brevior,else,NA,else
Carex_brevipes,else,NA,else
Carex_breviscapa,else,else,tropical
Carex_breweri,else,NA,else
Carex_brizoides,else,NA,else
Carex_bromoides,else,NA,else
Carex_brongniartii,NA,else,else
Carex_brownii,else,else,else
Carex_brunnea,else,else,else
Carex_brunnescens,else,NA,else
Carex_buchananii,else,else,else
Carex_buekii,else,NA,else
Carex_bulbostylis,else,NA,else
Carex_bullata,else,NA,else
Carex_bushii,else,NA,else
Carex_buxbaumii,else,else,else
Carex_caduca,NA,else,else
Carex_caespitosa,else,NA,else
Carex_californica,else,NA,else
Carex_callitrichos,else,NA,else
Carex_camposii,else,NA,else
Carex_canescens,else,else,else
Carex_capensis,NA,else,else
Carex_capillacea,else,else,else
Carex_capillaris,else,else,else
Carex_capillifolia,else,NA,else
Carex_capitata,else,else,else
Carex_capricornis,else,NA,else
Carex_cardiolepis,else,NA,else
Carex_careyana,else,NA,else
Carex_caroliniana,else,NA,else
Carex_carsei,NA,else,else
Carex_caryophyllea,else,NA,else
Carex_castanea,else,NA,else
Carex_cataractae,NA,else,else
Carex_catharinensis,NA,else,else
Carex_caucasica,else,NA,else
Carex_caudata,else,NA,else
Carex_celebica,tropical,tropical,tropical
Carex_cephaloidea,else,NA,else
Carex_cephalophora,else,NA,else
Carex_cephalotes,NA,else,else
Carex_cercostachys,else,NA,else
Carex_cespitosa,else,else,else
Carex_chalciolepis,else,NA,else
Carex_chapmanii,else,NA,else
Carex_cheesemanniana,NA,else,else
Carex_cherokeensis,else,NA,else
Carex_chihuahuensis,else,NA,else
Carex_chinensis,else,NA,else
Carex_chlorantha,NA,else,else
Carex_chlorosaccus,tropical,tropical,tropical
Carex_chlorostachys,else,NA,else
Carex_chordorrhiza,else,NA,else
Carex_chrysolepis,else,NA,else
Carex_cinerascens,else,NA,else
Carex_circinata,else,NA,else
Carex_cirrhosa,NA,else,else
Carex_clavata,NA,else,else
Carex_clavispica,else,NA,else
Carex_clivorum,else,NA,else
Carex_cockayneana,NA,else,else
Carex_cognata,tropical,else,else
Carex_colchica,else,NA,else
Carex_colensoi,NA,else,else
Carex_collinsii,else,NA,else
Carex_comans,else,else,else
Carex_commixta,else,tropical,else
Carex_communis,else,NA,else
Carex_comosa,else,NA,else
Carex_complanata,else,NA,else
Carex_composita,else,NA,else
Carex_concinna,else,NA,else
Carex_concinnoides,else,NA,else
Carex_conferta,tropical,tropical,tropical
Carex_congdonii,else,NA,else
Carex_conica,else,NA,else
Carex_coninux,else,NA,else
Carex_conjuncta,else,NA,else
Carex_conoidea,else,NA,else
Carex_continua,else,tropical,else
Carex_cordillerana,else,NA,else
Carex_coriacea,NA,else,else
Carex_corrugata,else,NA,else
Carex_cortesii,else,NA,else
Carex_corynoidea,NA,else,else
Carex_coulteri,else,NA,else
Carex_crawei,else,NA,else
Carex_crawfordii,else,NA,else
Carex_crebriflora,else,NA,else
Carex_crinita,else,NA,else
Carex_cristatella,else,NA,else
Carex_cruciata,else,tropical,else
Carex_cruenta,else,NA,else
Carex_crus-corvi,else,NA,else
Carex_cryptolepis,else,NA,else
Carex_cryptostachys,else,tropical,tropical
Carex_cumberlandensis,else,NA,else
Carex_cumulata,else,NA,else
Carex_curatorum,else,NA,else
Carex_curvicollis,else,NA,else
Carex_curviculmis,else,NA,else
Carex_curvula,else,NA,else
Carex_cusickii,else,NA,else
Carex_cyanea,NA,else,else
Carex_dacica,else,NA,else
Carex_daisenensis,else,NA,else
Carex_dallii,NA,else,else
Carex_dasycarpa,else,NA,else
Carex_davalliana,else,NA,else
Carex_davisii,else,NA,else
Carex_davyi,else,NA,else
Carex_deasyi,else,NA,else
Carex_debilior,NA,else,else
Carex_debilis,else,NA,else
Carex_decidua,else,else,else
Carex_declinata,NA,else,else
Carex_decomposita,else,NA,else
Carex_decurtata,NA,else,else
Carex_deflexa,else,NA,else
Carex_demissa,else,else,else
Carex_densa,else,else,else
Carex_depauperata,else,NA,else
Carex_depressa,else,NA,else
Carex_devia,NA,else,else
Carex_deweyana,else,NA,else
Carex_diandra,else,else,else
Carex_dickinsii,else,NA,else
Carex_digitalis,else,else,else
Carex_digitata,else,NA,else
Carex_diluta,else,NA,else
Carex_dimorpholepis,else,NA,else
Carex_dioica,else,tropical,else
Carex_dipsacea,NA,else,else
Carex_dispalata,else,NA,else
Carex_disperma,else,NA,else
Carex_dissita,else,else,else
Carex_dissitiflora,else,NA,else
Carex_distachya,else,NA,else
Carex_distans,else,else,else
Carex_disticha,else,else,else
Carex_distincta,NA,else,else
Carex_divisa,else,else,else
Carex_divulsa,else,else,else
Carex_doenitzii,else,NA,else
Carex_dolichostachya,else,NA,else
Carex_doniana,else,tropical,else
Carex_donnell-smithii,else,NA,else
Carex_douglasii,else,NA,else
Carex_druceana,NA,else,else
Carex_durieui,else,NA,else
Carex_duriuscula,else,tropical,else
Carex_duvaliana,else,NA,else
Carex_ebenea,else,NA,else
Carex_eburnea,else,NA,else
Carex_echinata,else,else,else
Carex_echinochloe,tropical,tropical,tropical
Carex_echinodes,else,NA,else
Carex_edura,NA,else,else
Carex_edwardsiana,else,NA,else
Carex_egglestonii,else,NA,else
Carex_egmontiana,NA,else,else
Carex_elata,else,else,else
Carex_eleusinoides,else,NA,else
Carex_elgonensis,tropical,tropical,tropical
Carex_elliottii,else,NA,else
Carex_elongata,else,NA,else
Carex_elynoides,else,NA,else
Carex_elytroides,else,NA,else
Carex_emoryi,else,NA,else
Carex_enanderi,else,NA,else
Carex_endlichii,else,NA,else
Carex_enervis,else,NA,else
Carex_engelmannii,else,NA,else
Carex_enysii,NA,else,else
Carex_ericetorum,else,NA,else
Carex_erinacea,NA,else,else
Carex_erythrovaginata,NA,else,else
Carex_esenbeckii,else,NA,else
Carex_excelsa,NA,else,else
Carex_exilis,else,NA,else
Carex_exsiccata,else,NA,else
Carex_extensa,else,else,else
Carex_fascicularis,else,else,else
Carex_fecunda,tropical,else,else
Carex_feddeana,NA,else,else
Carex_fedia,else,NA,else
Carex_ferruginea,else,NA,else
Carex_festucacea,else,NA,else
Carex_feta,else,NA,else
Carex_filamentosa,else,else,else
Carex_filicina,else,tropical,else
Carex_filifolia,else,NA,else
Carex_filiformis,else,NA,else
Carex_filipes,else,NA,else
Carex_fimbriata,else,NA,else
Carex_finitima,else,tropical,else
Carex_firma,else,NA,else
Carex_firmicaulis,NA,else,else
Carex_firmula,tropical,else,tropical
Carex_fissa,else,NA,else
Carex_fissuricola,else,NA,else
Carex_flabellata,else,NA,else
Carex_flacca,else,else,else
Carex_flaccosperma,else,NA,else
Carex_flagellifera,NA,else,else
Carex_flava,else,else,else
Carex_flaviformis,NA,else,else
Carex_flavocuspis,else,NA,else
Carex_floridana,else,NA,else
Carex_foenea,else,NA,else
Carex_foetida,else,NA,else
Carex_foliosissima,else,NA,else
Carex_folliculata,else,NA,else
Carex_forficula,else,NA,else
Carex_formosa,else,NA,else
Carex_forsteri,else,else,else
Carex_fracta,else,NA,else
Carex_frankii,else,else,else
Carex_frigida,else,NA,else
Carex_fritschii,else,NA,else
Carex_fuliginosa,else,NA,else
Carex_fulta,else,NA,else
Carex_fulva,else,NA,else
Carex_furva,else,NA,else
Carex_fuscula,NA,else,else
Carex_garberi,else,NA,else
Carex_gaudichaudiana,NA,else,else
Carex_gayana,else,else,else
Carex_geminata,NA,else,else
Carex_geophila,else,NA,else
Carex_geyeri,else,NA,else
Carex_gholsonii,else,NA,else
Carex_gibba,else,NA,else
Carex_gifuensis,else,NA,else
Carex_gigantea,else,NA,else
Carex_glacialis,else,NA,else
Carex_glareosa,else,NA,else
Carex_glaucescens,else,NA,else
Carex_glaucodea,else,NA,else
Carex_globosa,else,NA,else
Carex_globularis,else,NA,else
Carex_glomerabilis,NA,else,else
Carex_gmelinii,else,NA,else
Carex_godfreyi,else,NA,else
Carex_goyenii,NA,else,else
Carex_gracilenta,else,NA,else
Carex_gracilior,else,NA,else
Carex_gracillima,else,NA,else
Carex_graeffeana,else,tropical,tropical
Carex_grallatoria,else,NA,else
Carex_granularis,else,NA,else
Carex_gravida,else,NA,else
Carex_grioletii,else,NA,else
Carex_grisea,else,NA,else
Carex_gunniana,NA,else,else
Carex_gynandra,else,tropical,else
Carex_gynocrates,else,NA,else
Carex_gynodynama,else,NA,else
Carex_haematostoma,else,NA,else
Carex_hakkodensis,else,NA,else
Carex_hakonensis,else,NA,else
Carex_halleriana,else,NA,else
Carex_halliana,else,NA,else
Carex_hallii,else,NA,else
Carex_halophila,else,NA,else
Carex_hamata,else,else,else
Carex_hamlinii,NA,else,else
Carex_harfordii,else,NA,else
Carex_hartmanii,else,NA,else
Carex_hartmaniorum,else,NA,else
Carex_hassei,else,NA,else
Carex_haydeniana,else,NA,else
Carex_haydenii,else,NA,else
Carex_healyi,NA,else,else
Carex_hebes,NA,else,else
Carex_heleonastes,else,NA,else
Carex_helleri,else,NA,else
Carex_helodes,else,NA,else
Carex_hendersonii,else,NA,else
Carex_henryi,else,NA,else
Carex_heterolepis,else,NA,else
Carex_heteroneura,else,NA,else
Carex_hirsutella,else,else,else
Carex_hirta,else,else,else
Carex_hirtifolia,else,NA,else
Carex_hirtissima,else,NA,else
Carex_hispida,else,NA,else
Carex_hitchcockiana,else,NA,else
Carex_hochstetteriana,else,NA,else
Carex_hohxilensis,else,NA,else
Carex_holostoma,else,NA,else
Carex_hondoensis,else,NA,else
Carex_hoodii,else,NA,else
Carex_hookeriana,else,NA,else
Carex_hordeistichos,else,NA,else
Carex_horizontalis,NA,else,else
Carex_hormathodes,else,NA,else
Carex_horsfieldii,else,else,else
Carex_hostiana,else,NA,else
Carex_houghtoniana,else,NA,else
Carex_hubbardii,NA,else,else
Carex_humboldtiana,else,else,else
Carex_humilis,else,NA,else
Carex_hyalina,else,NA,else
Carex_hyalinolepis,else,NA,else
Carex_hypandra,NA,else,else
Carex_hystericina,else,NA,else
Carex_hystricina,else,NA,else
Carex_idahoa,else,NA,else
Carex_idzuroei,else,NA,else
Carex_illegitima,else,NA,else
Carex_illota,else,NA,else
Carex_imbecilla,NA,else,else
Carex_impexa,NA,else,else
Carex_inanis,else,NA,else
Carex_incisa,else,NA,else
Carex_inclinis,else,NA,else
Carex_incomitata,NA,else,else
Carex_incurviformis,else,NA,else
Carex_indica,else,else,tropical
Carex_infirminervia,else,NA,else
Carex_infuscata,else,NA,else
Carex_inopinata,NA,else,else
Carex_inops,else,NA,else
Carex_insaniae,else,NA,else
Carex_integra,else,NA,else
Carex_interior,else,NA,else
Carex_interrupta,else,NA,else
Carex_intumescens,else,NA,else
Carex_inversa,else,else,else
Carex_involuta,else,NA,else
Carex_ischnostachya,else,NA,else
Carex_ivanoviae,else,NA,else
Carex_iynx,NA,else,else
Carex_jacens,else,NA,else
Carex_jackiana,else,else,else
Carex_jamesii,else,NA,else
Carex_jamesonii,else,tropical,tropical
Carex_japonica,else,tropical,else
Carex_jonesii,else,NA,else
Carex_joorii,else,NA,else
Carex_kaloides,NA,else,else
Carex_karashidaniensis,else,NA,else
Carex_karoi,else,NA,else
Carex_kashmirensis,else,NA,else
Carex_kelloggii,else,NA,else
Carex_killickii,NA,else,else
Carex_kiotensis,else,NA,else
Carex_kirkii,NA,else,else
Carex_kitaibeliana,else,NA,else
Carex_knieskernii,else,NA,else
Carex_kobomugi,else,NA,else
Carex_kokanica,else,NA,else
Carex_korshinskyi,else,NA,else
Carex_kraliana,else,NA,else
Carex_krausei,else,else,else
Carex_lachenalii,else,else,else
Carex_lacustris,else,NA,else
Carex_laegaardii,tropical,tropical,tropical
Carex_laeta,else,NA,else
Carex_laeviconica,else,NA,else
Carex_laeviculmis,else,NA,else
Carex_laevigata,else,NA,else
Carex_lagunensis,else,NA,else
Carex_lambertiana,NA,else,else
Carex_lancea,NA,else,else
Carex_lanceolata,else,NA,else
Carex_lapponica,else,NA,else
Carex_lasiocarpa,else,NA,else
Carex_lasiolepis,else,NA,else
Carex_laxa,else,NA,else
Carex_laxiculmis,else,NA,else
Carex_laxiflora,else,NA,else
Carex_laxula,else,NA,else
Carex_leavenworthii,else,NA,else
Carex_lechleriana,NA,else,else
Carex_lectissima,NA,else,else
Carex_ledebouriana,else,NA,else
Carex_leersii,else,NA,else
Carex_lehmannii,else,NA,else
Carex_lemanniana,tropical,tropical,tropical
Carex_lemmonii,else,NA,else
Carex_lenta,else,NA,else
Carex_lenticularis,else,NA,else
Carex_lepidocarpa,else,else,else
Carex_leporina,else,else,else
Carex_leporinella,else,NA,else
Carex_leptalea,else,NA,else
Carex_leptonervia,else,NA,else
Carex_leptopoda,else,NA,else
Carex_lessoniana,NA,else,else
Carex_leutzii,else,NA,else
Carex_ligulata,else,NA,else
Carex_limosa,else,NA,else
Carex_liparocarpos,else,NA,else
Carex_livida,else,else,else
Carex_lobolepis,NA,else,else
Carex_loliacea,else,NA,else
Carex_lonchocarpa,else,NA,else
Carex_longebrachiata,else,else,else
Carex_longerostrata,else,NA,else
Carex_longicaulis,else,NA,else
Carex_longifructus,NA,else,else
Carex_longii,else,else,else
Carex_longipes,else,tropical,else
Carex_longirostrata,else,NA,else
Carex_lophocarpa,NA,else,else
Carex_lucorum,else,NA,else
Carex_ludwigii,NA,else,else
Carex_lupuliformis,else,NA,else
Carex_lupulina,else,NA,else
Carex_lurida,else,else,else
Carex_luridiformis,tropical,NA,tropical
Carex_luzulifolia,else,NA,else
Carex_luzulina,else,NA,else
Carex_lyngbyei,else,NA,else
Carex_maackii,else,NA,else
Carex_mabilliana,else,NA,else
Carex_mackenziei,else,NA,else
Carex_macloviana,else,else,else
Carex_macrocephala,else,NA,else
Carex_macrochaeta,else,NA,else
Carex_macrolepis,else,NA,else
Carex_macroprophylla,else,NA,else
Carex_macrorrhiza,NA,else,else
Carex_macrosolen,NA,else,else
Carex_macrostyla,else,NA,else
Carex_macrostylos,else,NA,else
Carex_maculata,else,else,else
Carex_madrensis,else,NA,else
Carex_magellanica,else,else,else
Carex_mairei,else,NA,else
Carex_makinoensis,else,NA,else
Carex_manhartii,else,NA,else
Carex_maorica,NA,else,else
Carex_marianensis,else,NA,else
Carex_marina,else,NA,else
Carex_mariposana,else,NA,else
Carex_maritima,else,else,else
Carex_maximowiczii,else,NA,else
Carex_meadii,else,NA,else
Carex_media,else,NA,else
Carex_megalepis,NA,else,else
Carex_melanantha,else,NA,else
Carex_melanocarpa,else,NA,else
Carex_melanostachya,else,NA,else
Carex_membranacea,else,NA,else
Carex_mendocinensis,else,NA,else
Carex_meridensis,tropical,tropical,tropical
Carex_merritt-fernaldii,else,NA,else
Carex_mertensii,else,NA,else
Carex_mesochorea,else,NA,else
Carex_metallica,else,NA,else
Carex_meyeriana,else,NA,else
Carex_michauxiana,else,tropical,else
Carex_michelii,else,NA,else
Carex_microcarpa,else,NA,else
Carex_microchaeta,else,NA,else
Carex_microdonta,else,NA,else
Carex_microglochin,else,else,else
Carex_micropoda,else,NA,else
Carex_microptera,else,NA,else
Carex_middendorffii,else,NA,else
Carex_minor,NA,else,else
Carex_mirabilis,else,NA,else
Carex_misera,else,NA,else
Carex_missouriensis,else,NA,else
Carex_mitchelliana,else,NA,else
Carex_mitrata,else,NA,else
Carex_miyabei,else,NA,else
Carex_molesta,else,NA,else
Carex_molestiformis,else,NA,else
Carex_mollicula,else,NA,else
Carex_monile,else,NA,else
Carex_monostachya,else,tropical,tropical
Carex_montana,else,else,else
Carex_montis-everestii,else,NA,else
Carex_moorcroftii,else,NA,else
Carex_morrowii,else,else,else
Carex_mossii,NA,else,else
Carex_mucronata,else,NA,else
Carex_muehlenbergii,else,NA,else
Carex_multicaulis,else,NA,else
Carex_multicostata,else,NA,else
Carex_multispiculata,NA,else,else
Carex_munda,else,NA,else
Carex_muricata,else,else,else
Carex_muskingumensis,else,else,else
Carex_myosuroides,else,NA,else
Carex_myosurus,else,tropical,tropical
Carex_nardina,else,NA,else
Carex_nebrascensis,else,NA,else
Carex_nebraskensis,else,NA,else
Carex_nebularum,else,else,else
Carex_nelsonii,else,NA,else
Carex_nemoralis,NA,else,else
Carex_nemostachys,else,NA,else
Carex_nervata,else,NA,else
Carex_nervina,else,NA,else
Carex_neurocarpa,else,NA,else
Carex_neurophora,else,NA,else
Carex_nigra,else,else,else
Carex_nigricans,else,NA,else
Carex_nigromarginata,else,NA,else
Carex_nivalis,else,tropical,else
Carex_normalis,else,NA,else
Carex_norvegica,else,NA,else
Carex_nova,else,NA,else
Carex_novae-angliae,else,NA,else
Carex_nubigena,else,tropical,else
Carex_nudata,else,NA,else
Carex_nudicarpa,else,NA,else
Carex_obnupta,else,NA,else
Carex_obscura,else,NA,else
Carex_obtusata,else,NA,else
Carex_obtusifolia,NA,else,else
Carex_occidentalis,else,NA,else
Carex_ochrosaccus,NA,else,else
Carex_oederi,else,else,else
Carex_oedipostyla,else,NA,else
Carex_oenensis,else,NA,else
Carex_oklahomensis,else,NA,else
Carex_olbiensis,else,NA,else
Carex_oligocarpa,else,NA,else
Carex_oligocarya,else,NA,else
Carex_oligosperma,else,NA,else
Carex_olivacea,else,tropical,else
Carex_omiana,else,NA,else
Carex_onoei,else,NA,else
Carex_opaca,else,NA,else
Carex_orbicularis,else,NA,else
Carex_oreocharis,else,NA,else
Carex_oreophila,else,NA,else
Carex_orestera,else,NA,else
Carex_orizabae,else,NA,else
Carex_ormostachya,else,NA,else
Carex_ornithopoda,else,else,else
Carex_otaruensis,else,NA,else
Carex_otayae,else,NA,else
Carex_otrubae,else,else,else
Carex_ouachitana,else,NA,else
Carex_ovatispiculata,else,NA,else
Carex_ovoidispica,else,NA,else
Carex_oxyandra,else,NA,else
Carex_oxylepis,else,NA,else
Carex_oxyphylla,else,tropical,else
Carex_ozarkana,else,NA,else
Carex_pachygyna,else,NA,else
Carex_pachystachya,else,NA,else
Carex_pachystylis,else,NA,else
Carex_paeninsulae,else,NA,else
Carex_pairae,else,NA,else
Carex_paleacea,else,else,else
Carex_pallescens,else,else,else
Carex_pallidula,else,NA,else
Carex_pamirensis,else,NA,else
Carex_panicea,else,NA,else
Carex_paniculata,else,else,else
Carex_pansa,else,NA,else
Carex_papulosa,else,NA,else
Carex_parallela,else,NA,else
Carex_parryana,else,NA,else
Carex_parva,else,NA,else
Carex_parviflora,else,NA,else
Carex_parvispica,NA,else,else
Carex_parvula,else,NA,else
Carex_patagonica,NA,else,else
Carex_pauciflora,else,NA,else
Carex_paysonis,else,NA,else
Carex_peckii,else,NA,else
Carex_pediformis,else,NA,else
Carex_pedunculata,else,NA,else
Carex_pellita,else,NA,else
Carex_pelocarpa,else,NA,else
Carex_penalpina,NA,else,else
Carex_pendula,else,else,else
Carex_pensylvanica,else,NA,else
Carex_perakensis,else,tropical,tropical
Carex_perdentata,else,NA,else
Carex_peregrina,else,tropical,else
Carex_perglobosa,else,NA,else
Carex_perprava,tropical,else,else
Carex_petasata,else,NA,else
Carex_petitiana,tropical,tropical,tropical
Carex_petricosa,else,NA,else
Carex_petriei,NA,else,else
Carex_peucophila,else,else,else
Carex_phacota,else,tropical,else
Carex_phaeocephala,else,NA,else
Carex_phalaroides,tropical,else,else
Carex_phleoides,tropical,else,tropical
Carex_physodes,else,NA,else
